"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Cont_B2_unt_12.count","Cont_B2_unt_14.count","Cont_B2_unt_16.count","Cont_B2_unt_17.count","Cont_B2_unt_20.count","Cont_unt_1.count","Cont_unt_10.count","Cont_unt_2.count","Cont_unt_3.count","Cont_unt_4.count","Cont_unt_5.count","Cont_unt_6.count","Cont_unt_7.count","Cont_unt_8.count","Cont_unt_9.count","Muta_unt_13.count"
"1","BRCA1",1812.0183307385,-0.213162027374937,0.0960866395439299,-2.21843565751388,0.0265251421308224,0.029301617495187,1687.53843737608,1715.98745692611,1665.82609147862,1755.1098650728,1796.87852575969,1869.95054282899,2053.5497659632,1904.37942896497,1995.36913743658,1730.14685398125,1874.29780526248,1983.31770906878,1733.14304393236,1799.20560052325,1852.76432736309,1574.82869987772
"2","BRCA2",1175.58754686815,0.206838754029535,0.0949060788409492,2.17940469731313,0.029301617495187,0.029301617495187,1256.15443947729,1235.32890135211,1272.52713277948,1207.79270978036,1179.71742079912,1133.61762856655,1032.2656577569,1113.12318735277,1062.36428143908,1225.2190587294,1130.98830609881,1068.81962995926,1223.10094791072,1178.19158593217,1144.13304951499,1346.05681244134
