"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Cont_B2_untr_24-05-002-0176_U.count","Cont_B2_untr_28-06-009-0915_U.count","Cont_B2_untr_32-99-005-0355_U.count","Cont_B2_untr_34-99-006-1923_U.count","Cont_untr_02-07-111-0075_U.count","Cont_untr_04-07-111-0082_U.count","Cont_untr_06-07-111-0085_U.count","Cont_untr_08-07-111-0097_U.count","Cont_untr_10-07-111-0134_U.count","Cont_untr_12-08-111-0021_U.count","Cont_untr_14-08-111-0059_U.count","Cont_untr_16-08-111-0064_U.count","Cont_untr_18-08-111-0065_U.count","Cont_untr_20-08-111-0066_U.count","Muta_untr_22-03-006-0289_U.count"
"1","BRCA1",58626.7915677602,-0.0971837140695613,0.116171976790156,-0.836550403589207,0.402845333642247,0.44379979076954,53071.8595916839,59711.4947394254,53380.4952860247,51863.1053266239,59548.0328186843,57023.4921117057,64607.2121969009,64977.9698505168,60915.2223886363,56035.8193276192,59221.2494989695,61671.9794317031,55783.5662729044,66542.3258843521,55048.0487906532
"2","BRCA2",50175.5614054068,0.0889750110115495,0.116186843821943,0.765792477743041,0.44379979076954,0.44379979076954,55119.3556408585,48990.3445914622,54800.6661924245,56404.0021308565,49124.8252022504,51299.6765898739,45278.0208878298,45019.6691291743,48022.2609168614,52203.8713532989,49395.8963734231,47432.9951837407,52439.937042473,43961.2932742952,53140.6065722791
