"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Cont_B1_untr_00006-00006_0074.count","Cont_B1_untr_00014-00014_0075.count","Cont_B1_untr_00019-00019_0075.count","Cont_untr_00001_0074.count","Cont_untr_00003_0074.count","Cont_untr_00004_0074.count","Cont_untr_00005_0074.count","Cont_untr_00009-00009_0074.count","Cont_untr_00010-00010_0074.count","Cont_untr_00011-00011_0075.count","Cont_untr_00012-00012_0075.count","Cont_untr_00013-00013_0075.count","Muta_untr_00018-00018_0075.count"
"1","BRCA1",1593.57216294263,-0.11104356698718,0.150558669756181,-0.737543491630254,0.460791905058379,0.517603625885241,1383.83965027412,1914.87583568196,1645.54585442097,1657.91057806739,1440.04740326944,1658.23006091426,1357.20803798496,1601.75233495488,1796.66859888465,1700.19189904999,1561.94195380046,1514.42345480997,1483.80245614112
"2","BRCA2",2305.93183517142,0.0972220935754032,0.150255825680446,0.647043754444292,0.517603625885241,0.517603625885241,2630.97111329999,1901.34633142609,2212.5437194769,2196.04253297815,2528.2793726403,2195.61943250685,2682.59695154466,2273.03688957189,2026.44057316445,2141.43012170847,2330.9714784545,2404.11103892156,2453.72430153472
