"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Cont_B1_unt_11.count","Cont_B1_unt_13.count","Cont_B1_unt_15.count","Cont_B1_unt_18.count","Cont_unt_1.count","Cont_unt_10.count","Cont_unt_2.count","Cont_unt_3.count","Cont_unt_4.count","Cont_unt_5.count","Cont_unt_6.count","Cont_unt_7.count","Cont_unt_8.count","Cont_unt_9.count","Muta_unt_17.count"
"1","BRCA1",1821.75915366309,-0.076214250784017,0.123614880151385,-0.61654592627264,0.537534270458451,0.594159073531038,1656.56165902602,1554.50407900734,1718.44519186575,2110.8749775025,1845.81710162849,2027.0468069843,1879.80165114694,1969.61705327784,1707.81770868438,1850.10825861966,1957.72115973903,1710.77523003311,1775.98518823249,1828.85269016805,1732.45854903047
"2","BRCA2",1140.93040606556,0.0661482845594952,0.124147823637019,0.532818720631771,0.594159073531038,0.594159073531038,1246.82699336267,1328.68470436064,1201.92706896912,978.47850519647,1118.98724463058,1018.94331474077,1098.75730313518,1048.65348784728,1209.40647361854,1116.39185600105,1055.02552412449,1207.31569897894,1162.98593385166,1129.36695434638,1192.20502781966
