"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Cont_B1_untr_22-03-006-0289_U.count","Cont_B1_untr_26-06-009-0425_U.count","Cont_B1_untr_30-99-003-3193_U.count","Cont_B1_untr_36-01-008-0483_U.count","Cont_untr_02-07-111-0075_U.count","Cont_untr_04-07-111-0082_U.count","Cont_untr_06-07-111-0085_U.count","Cont_untr_08-07-111-0097_U.count","Cont_untr_10-07-111-0134_U.count","Cont_untr_12-08-111-0021_U.count","Cont_untr_14-08-111-0059_U.count","Cont_untr_16-08-111-0064_U.count","Cont_untr_18-08-111-0065_U.count","Cont_untr_20-08-111-0066_U.count","Muta_untr_32-99-005-0355_U.count"
"1","BRCA1",66913.9130256584,-0.171530737777592,0.0995119308460273,-1.72372032498292,0.0847583440043838,0.0954487529666426,61728.7038636477,61656.8181981801,72784.9809528693,67768.4553933175,66774.807904753,63943.8878428005,72447.9714862391,72863.7244494781,68307.9201938005,62836.3506613298,66408.366019647,69156.517599784,62553.4840665045,74617.9314099677,59858.7753425577
"2","BRCA2",55230.3799495165,0.165587056889097,0.0993126922376031,1.66733025918715,0.0954487529666426,0.0954487529666426,59589.7736304834,59659.2493293222,50537.8917680806,54278.9335892204,55086.6352919316,57525.4275870884,50772.9811377342,50483.2756976131,53850.2633267374,58539.3558191095,55390.6037779888,53189.4840487082,58804.0705426925,49296.4548900179,61451.2988060198
